Name,Price,Image URL,Website Link
Beehive Shaved Ham Honey Baked,2.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5013752.png?w=384,https://www.paknsave.co.nz/shop/product/5013752_ea_000pns?name=beehive-shaved-ham-honey-baked
Beehive Shaved Champagne Ham,6.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5023557.png?w=384,https://www.paknsave.co.nz/shop/product/5023557_ea_000pns?name=beehive-shaved-champagne-ham
Pams Buttery Spread,3.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5263014.png?w=384,https://www.paknsave.co.nz/shop/product/5263014_ea_000pns?name=pams-buttery-spread
Pams Whole Egg Mayonnaise,3.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5007552.png?w=384,https://www.paknsave.co.nz/shop/product/5007552_ea_000pns?name=pams-whole-egg-mayonnaise
V Guarana Energy Drink,3.89,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5020662.png?w=384,https://www.paknsave.co.nz/shop/product/5020662_ea_000pns?name=v-guarana-energy-drink
Eta Ripple Cut Sour Cream & Chives Potato Chips,2.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010165.png?w=384,https://www.paknsave.co.nz/shop/product/5010165_ea_000pns?name=eta-ripple-cut-sour-cream--chives-potato-chips
Sorbent Hypo-Allergenic 3 Ply Long Toilet Rolls,7.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5258982.png?w=384,https://www.paknsave.co.nz/shop/product/5258982_ea_000pns?name=sorbent-hypo-allergenic-3-ply-long-toilet-rolls
Grandpa's Meat & Bacon Co. Manuka Smoked Streaky Bacon,14.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5033085.png?w=384,https://www.paknsave.co.nz/shop/product/5033085_ea_000pns?name=grandpa%27s-meat--bacon-co.-manuka-smoked-streaky-bacon
Kleenex Large &Thick 3 Ply Facial Tissues,2.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002350.png?w=384,https://www.paknsave.co.nz/shop/product/5002350_ea_000pns?name=kleenex-large-thick-3-ply--facial-tissues
Pams High Grade Flour,2.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003754.png?w=384,https://www.paknsave.co.nz/shop/product/5003754_ea_000pns?name=pams-high-grade-flour
Kleenex Aloe & Vitamin E Facial Tissues,2.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002351.png?w=384,https://www.paknsave.co.nz/shop/product/5002351_ea_000pns?name=kleenex-aloe--vitamin-e-facial-tissues
Pacific Crown Mackerel In Tomato Sauce,2.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5028901.png?w=384,https://www.paknsave.co.nz/shop/product/5028901_ea_000pns?name=pacific-crown-mackerel-in-tomato-sauce
Pams Mixed Veges,3.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003789.png?w=384,https://www.paknsave.co.nz/shop/product/5003789_ea_000pns?name=pams-mixed-veges
Pams Smoked Flavoured Tuna,1.30,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5007259.png?w=384,https://www.paknsave.co.nz/shop/product/5007259_ea_000pns?name=pams-smoked-flavoured-tuna
Chesdale Cheddar Cheese Slices,3.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010411.png?w=384,https://www.paknsave.co.nz/shop/product/5010411_ea_000pns?name=chesdale-cheddar-cheese-slices
Nestle Highlander Sweetened Condensed Milk Can,3.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002734.png?w=384,https://www.paknsave.co.nz/shop/product/5002734_ea_000pns?name=nestle-highlander-sweetened-condensed-milk-can
Value Citrus Dishwash Liquid,4.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5232127.png?w=384,https://www.paknsave.co.nz/shop/product/5232127_ea_000pns?name=value-citrus-dishwash-liquid
Hound Log Economy Dog Roll,9.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002606.png?w=384,https://www.paknsave.co.nz/shop/product/5002606_ea_000pns?name=hound-log-economy-dog-roll
Sealord Lemon Pepper Flavour Tuna,3.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5014646.png?w=384,https://www.paknsave.co.nz/shop/product/5014646_ea_000pns?name=sealord-lemon-pepper-flavour-tuna
Nescafe Original Instant Coffee,9.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5036448.png?w=384,https://www.paknsave.co.nz/shop/product/5036448_ea_000pns?name=nescafe-original-instant-coffee
Sanitarium Skippy Cornflakes,4.59,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002802.png?w=384,https://www.paknsave.co.nz/shop/product/5002802_ea_000pns?name=sanitarium-skippy-cornflakes
Griffin's Choc Thins Biscuits,2.59,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5256569.png?w=384,https://www.paknsave.co.nz/shop/product/5256569_ea_000pns?name=griffin%27s-choc-thins-biscuits
Nestle Kit Kat Chunky Milk Chocolate Bar,1.89,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5033743.png?w=384,https://www.paknsave.co.nz/shop/product/5033743_ea_000pns?name=nestle-kit-kat-chunky-milk-chocolate-bar
Philadelphia Original Cream Cheese,5.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003276.png?w=384,https://www.paknsave.co.nz/shop/product/5003276_ea_000pns?name=philadelphia-original-cream-cheese
Eta Ripple Cut Salt & Vinegar Potato Chips,2.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010827.png?w=384,https://www.paknsave.co.nz/shop/product/5010827_ea_000pns?name=eta-ripple-cut-salt--vinegar-potato-chips
Griffin's Gingernuts Biscuits,2.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003306.png?w=384,https://www.paknsave.co.nz/shop/product/5003306_ea_000pns?name=griffin%27s-gingernuts-biscuits
Anchor Calci-Yum Milk With Banana Flavour,1.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010691.png?w=384,https://www.paknsave.co.nz/shop/product/5010691_ea_000pns?name=anchor-calci-yum-milk-with-banana-flavour
Pams Self Raising Flour,2.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003844.png?w=384,https://www.paknsave.co.nz/shop/product/5003844_ea_000pns?name=pams-self-raising-flour
Moccona Classic Medium Roast Instant Coffee Refill,12.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5034510.png?w=384,https://www.paknsave.co.nz/shop/product/5034510_ea_000pns?name=moccona-classic-medium-roast-instant-coffee-refill
Baps,7..00,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5113854.png?w=384,https://www.paknsave.co.nz/shop/product/5113854_ea_000pns?name=-baps
Copper Kettle Wood Fired BBQ Potato Chips,4.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010665.png?w=384,https://www.paknsave.co.nz/shop/product/5010665_ea_000pns?name=copper-kettle-wood-fired-bbq-potato-chips
Colgate Triple Action Original Mint Toothpaste,2.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5009254.png?w=384,https://www.paknsave.co.nz/shop/product/5009254_ea_000pns?name=colgate-triple-action-original-mint-toothpaste
Pringles Minis Sour Cream & Onion Potato Chips,3.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5248743.png?w=384,https://www.paknsave.co.nz/shop/product/5248743_ea_000pns?name=pringles-minis-sour-cream--onion-potato-chips
NZ Chicken Wings,9.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5119365.png?w=384,https://www.paknsave.co.nz/shop/product/5119365_kgm_000pns?name=-nz-chicken-wings
Handee Ultra Double Length 2 Ply Paper Towels,5.59,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5260093.png?w=384,https://www.paknsave.co.nz/shop/product/5260093_ea_000pns?name=handee-ultra-double-length-2-ply-paper-towels
Raro Favourites Passion Orange Flavoured Beverage Mix,1.69,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5011819.png?w=384,https://www.paknsave.co.nz/shop/product/5011819_ea_000pns?name=raro-favourites-passion-orange-flavoured-beverage-mix
Pams Value Instant Coffee Powder,2.59,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5206293.png?w=384,https://www.paknsave.co.nz/shop/product/5206293_ea_000pns?name=pams-value-instant-coffee-powder
Pams Colby Flavoured Processed Cheese Slices,2.85,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5005482.png?w=384,https://www.paknsave.co.nz/shop/product/5005482_ea_000pns?name=pams-colby-flavoured-processed-cheese-slices
Raro Favourites Tropical Flavoured Beverage Mix,1.69,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5013075.png?w=384,https://www.paknsave.co.nz/shop/product/5013075_ea_000pns?name=raro-favourites-tropical-flavoured-beverage-mix
Meadowlea Buttery Spread,2.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5027047.png?w=384,https://www.paknsave.co.nz/shop/product/5027047_ea_000pns?name=meadowlea-buttery-spread
Pams Jasmine Rice,3.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004743.png?w=384,https://www.paknsave.co.nz/shop/product/5004743_ea_000pns?name=pams-jasmine-rice
Anchor Blue UHT Longlife Milk,1.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002730.png?w=384,https://www.paknsave.co.nz/shop/product/5002730_ea_000pns?name=anchor-blue-uht-longlife-milk
Fresh 'n Fruity Vanilla Bean Yoghurt,4.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5018461.png?w=384,https://www.paknsave.co.nz/shop/product/5018461_ea_000pns?name=fresh-%27n-fruity-vanilla-bean-yoghurt
Beehive Streaky Bacon,23.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5001414.png?w=384,https://www.paknsave.co.nz/shop/product/5001414_ea_000pns?name=beehive-streaky-bacon
Cadbury Dairy Milk Chocolate Bar,1.89,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010481.png?w=384,https://www.paknsave.co.nz/shop/product/5010481_ea_000pns?name=cadbury-dairy-milk-chocolate-bar
Spring Life Mung Bean Sprouts,2.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5093551.png?w=384,https://www.paknsave.co.nz/shop/product/5093551_ea_000pns?name=spring-life-mung-bean-sprouts
Arnott's Scotch Finger Biscuits,2.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002448.png?w=384,https://www.paknsave.co.nz/shop/product/5002448_ea_000pns?name=arnott%27s-scotch-finger-biscuits
Mainland Subtle Silky & Stretchy Mozzarella Grated Cheese,8.69,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5012908.png?w=384,https://www.paknsave.co.nz/shop/product/5012908_ea_000pns?name=mainland-subtle-silky--stretchy-mozzarella-grated-cheese
Sorbent Hypo-Allergenic 3 Ply Long Toilet Rolls,8.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5031176.png?w=384,https://www.paknsave.co.nz/shop/product/5031176_ea_000pns?name=sorbent-hypo-allergenic-3-ply-long-toilet-rolls
Pams Rolled Oats,2.39,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003840.png?w=384,https://www.paknsave.co.nz/shop/product/5003840_ea_000pns?name=pams-rolled-oats
Diamond Fettuccine Pasta,2.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5238243.png?w=384,https://www.paknsave.co.nz/shop/product/5238243_ea_000pns?name=diamond-fettuccine-pasta
Whittaker's Almond Gold 33% Cocoa Milk Chocolate Block,6.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5009653.png?w=384,https://www.paknsave.co.nz/shop/product/5009653_ea_000pns?name=whittaker%27s-almond-gold-33%25-cocoa-milk-chocolate-block
Cadbury Dairy Milk Black Forest Chocolate Block,5.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5249654.png?w=384,https://www.paknsave.co.nz/shop/product/5249654_ea_000pns?name=cadbury-dairy-milk-black-forest-chocolate-block
Griffin's Hundreds & Thousands Biscuits,3.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5039187.png?w=384,https://www.paknsave.co.nz/shop/product/5039187_ea_000pns?name=griffin%27s-hundreds--thousands-biscuits
Hot Cross Buns,4.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5104855.png?w=384,https://www.paknsave.co.nz/shop/product/5104855_ea_000pns?name=-hot-cross-buns
Chesdale Processed Smoked Cheese Slices,3.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010413.png?w=384,https://www.paknsave.co.nz/shop/product/5010413_ea_000pns?name=chesdale-processed-smoked-cheese-slices
Raro Favourites Mango Orange Flavoured Beverage Mix,1.69,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5011804.png?w=384,https://www.paknsave.co.nz/shop/product/5011804_ea_000pns?name=raro-favourites-mango-orange-flavoured-beverage-mix
Pams Lite UHT Milk,2.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004771.png?w=384,https://www.paknsave.co.nz/shop/product/5004771_ea_000pns?name=pams-lite-uht-milk
Big Ben Classic Mince & Cheese Pies,10.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5287094.png?w=384,https://www.paknsave.co.nz/shop/product/5287094_ea_000pns?name=big-ben-classic-mince--cheese-pies
Diamond Penne Pasta,2.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002515.png?w=384,https://www.paknsave.co.nz/shop/product/5002515_ea_000pns?name=diamond-penne-pasta
Cadbury Picnic Chocolate Bar,1.89,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004739.png?w=384,https://www.paknsave.co.nz/shop/product/5004739_ea_000pns?name=cadbury-picnic-chocolate-bar
Colgate Triple Action Original Mint Toothpaste,3.59,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5012985.png?w=384,https://www.paknsave.co.nz/shop/product/5012985_ea_000pns?name=colgate-triple-action-original-mint-toothpaste
Ingham's Fresh Whole Chicken Medium,11.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5028469.png?w=384,https://www.paknsave.co.nz/shop/product/5028469_ea_000pns?name=ingham%27s-fresh-whole-chicken-medium
Wattie's Tomato Sauce,5.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5030656.png?w=384,https://www.paknsave.co.nz/shop/product/5030656_ea_000pns?name=wattie%27s-tomato-sauce
Sealord Olive Oil Tuna Sensations,3.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5032123.png?w=384,https://www.paknsave.co.nz/shop/product/5032123_ea_000pns?name=sealord-olive-oil-tuna-sensations
Mainland Unsalted Butter,9.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002843.png?w=384,https://www.paknsave.co.nz/shop/product/5002843_ea_000pns?name=mainland-unsalted-butter
L&P Soft Drink,3.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5001551.png?w=384,https://www.paknsave.co.nz/shop/product/5001551_ea_000pns?name=lp-soft-drink
Hellers Shaved Champagne Ham,3.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5241237.png?w=384,https://www.paknsave.co.nz/shop/product/5241237_ea_000pns?name=hellers-shaved-champagne-ham
Arnott's Tim Tam Chewy Caramel Biscuits,4.39,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5001801.png?w=384,https://www.paknsave.co.nz/shop/product/5001801_ea_000pns?name=arnott%27s-tim-tam-chewy-caramel-biscuits
Pams Tomato Paste,1.39,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004861.png?w=384,https://www.paknsave.co.nz/shop/product/5004861_ea_000pns?name=pams-tomato-paste
NZ Beef Brisket,15.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5106653.png?w=384,https://www.paknsave.co.nz/shop/product/5106653_kgm_000pns?name=-nz-beef-brisket
Copper Kettle Honey Soy Chicken Potato Chips,4.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5221249.png?w=384,https://www.paknsave.co.nz/shop/product/5221249_ea_000pns?name=copper-kettle-honey-soy-chicken-potato-chips
Beetroot,6.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5039953.png?w=384,https://www.paknsave.co.nz/shop/product/5039953_kgm_000pns?name=-beetroot
Oreo Chocolate Creme Cookies,1.89,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5088914.png?w=384,https://www.paknsave.co.nz/shop/product/5088914_ea_000pns?name=oreo-chocolate-creme-cookies
Anchor Uno Squeezie Smooth Mixed Berry Yoghurt,1.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5037035.png?w=384,https://www.paknsave.co.nz/shop/product/5037035_ea_000pns?name=anchor-uno-squeezie-smooth-mixed-berry-yoghurt
Otaika Valley Premium Free Range Size 7 Eggs,11.75,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5202411.png?w=384,https://www.paknsave.co.nz/shop/product/5202411_ea_000pns?name=otaika-valley-premium-free-range-size-7-eggs
Peckish Sour Cream & Chives Flavoured Rice Crackers,1.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5011000.png?w=384,https://www.paknsave.co.nz/shop/product/5011000_ea_000pns?name=peckish-sour-cream--chives-flavoured-rice-crackers
Pams Original Rice Crackers,1.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004746.png?w=384,https://www.paknsave.co.nz/shop/product/5004746_ea_000pns?name=pams-original-rice-crackers
Cadbury Dairy Milk Caramello Chocolate Block,5.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5249645.png?w=384,https://www.paknsave.co.nz/shop/product/5249645_ea_000pns?name=cadbury-dairy-milk-caramello-chocolate-block
Cadbury Flake Chocolate Bar,1.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002084.png?w=384,https://www.paknsave.co.nz/shop/product/5002084_ea_000pns?name=cadbury-flake-chocolate-bar
Anchor A2 Blue Milk,7.10,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5238432.png?w=384,https://www.paknsave.co.nz/shop/product/5238432_ea_000pns?name=anchor-a2-blue-milk
Pams Lemon Pepper Tuna,1.30,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004906.png?w=384,https://www.paknsave.co.nz/shop/product/5004906_ea_000pns?name=pams-lemon-pepper-tuna
Diamond Macaroni Pasta,2.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002635.png?w=384,https://www.paknsave.co.nz/shop/product/5002635_ea_000pns?name=diamond-macaroni-pasta
Tuffy White 2 Ply Paper Towels,3.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5012252.png?w=384,https://www.paknsave.co.nz/shop/product/5012252_ea_000pns?name=tuffy-white-2-ply-paper-towels
Pams Strawberry Jam,2.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003862.png?w=384,https://www.paknsave.co.nz/shop/product/5003862_ea_000pns?name=pams-strawberry-jam
Arnott's Shapes Originals Barbecue Crackers,3.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5205187.png?w=384,https://www.paknsave.co.nz/shop/product/5205187_ea_000pns?name=arnott%27s-shapes-originals-barbecue-crackers
Meadow Fresh Kalo Natural Greek Yoghurt,6.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5223553.png?w=384,https://www.paknsave.co.nz/shop/product/5223553_ea_000pns?name=meadow-fresh-kalo-natural-greek-yoghurt
Pams Edam Flavoured Processed Cheese Slices,2.85,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5005481.png?w=384,https://www.paknsave.co.nz/shop/product/5005481_ea_000pns?name=pams-edam-flavoured-processed-cheese-slices
Diamond Spirals Pasta,2.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5001524.png?w=384,https://www.paknsave.co.nz/shop/product/5001524_ea_000pns?name=diamond-spirals-pasta
Molenberg Soy & Linseed For Vitality Toast Bread,3.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5011933.png?w=384,https://www.paknsave.co.nz/shop/product/5011933_ea_000pns?name=molenberg-soy--linseed-for-vitality-toast-bread
Flemings Choc Chip Chewy Muesli Bar,2.59,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010771.png?w=384,https://www.paknsave.co.nz/shop/product/5010771_ea_000pns?name=flemings-choc-chip-chewy-muesli-bar
Griffin's Chockie Chippies Biscuits,3.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5005462.png?w=384,https://www.paknsave.co.nz/shop/product/5005462_ea_000pns?name=griffin%27s-chockie-chippies-biscuits
Sprite Zero Sugar Natural Flavour Soft Drink,3.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002185.png?w=384,https://www.paknsave.co.nz/shop/product/5002185_ea_000pns?name=sprite-zero-sugar-natural-flavour-soft-drink
Nature's Fresh Original King Burger Buns,4.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5026009.png?w=384,https://www.paknsave.co.nz/shop/product/5026009_ea_000pns?name=nature%27s-fresh-original-king-burger-buns
Fresh 'n Fruity Berry Favourites Yoghurt,8.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5009324.png?w=384,https://www.paknsave.co.nz/shop/product/5009324_ea_000pns?name=fresh-%27n-fruity-berry-favourites-yoghurt
Mr Chips Agria Crinkle Fries,3.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5278901.png?w=384,https://www.paknsave.co.nz/shop/product/5278901_ea_000pns?name=mr-chips-agria-crinkle-fries
Pams Washed Gourmet Potatoes,2.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5264178.png?w=384,https://www.paknsave.co.nz/shop/product/5264178_ea_000pns?name=pams-washed-gourmet-potatoes
Indomie Mi Goreng Instant Noodles,4.89,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5006409.png?w=384,https://www.paknsave.co.nz/shop/product/5006409_ea_000pns?name=indomie-mi-goreng-instant-noodles
Griffin's MallowPuffs Original Chocolate Biscuits,3.59,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010435.png?w=384,https://www.paknsave.co.nz/shop/product/5010435_ea_000pns?name=griffin%27s-mallowpuffs-original-chocolate-biscuits
De Winkel All Natural Plain Unsweetened Yoghurt,5.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5005219.png?w=384,https://www.paknsave.co.nz/shop/product/5005219_ea_000pns?name=de-winkel-all-natural-plain-unsweetened-yoghurt
Mexicano Cheese Corn Chips,3.89,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5018365.png?w=384,https://www.paknsave.co.nz/shop/product/5018365_ea_000pns?name=mexicano-cheese-corn-chips
Nestle Kit Kat Milk Chocolate Block,2.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010522.png?w=384,https://www.paknsave.co.nz/shop/product/5010522_ea_000pns?name=nestle-kit-kat-milk-chocolate-block
Sealord Sweet Thai Chilli Tuna,3.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5014500.png?w=384,https://www.paknsave.co.nz/shop/product/5014500_ea_000pns?name=sealord-sweet-thai-chilli-tuna
Pams Basil & Oregano Italian Diced Tomatoes,1.35,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004844.png?w=384,https://www.paknsave.co.nz/shop/product/5004844_ea_000pns?name=pams-basil--oregano-italian-diced-tomatoes
Pacific Corned Beef,7.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5001815.png?w=384,https://www.paknsave.co.nz/shop/product/5001815_ea_000pns?name=pacific-corned-beef
Anchor Uno Squeezie Smooth Vanilla Yoghurt,1.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5093130.png?w=384,https://www.paknsave.co.nz/shop/product/5093130_ea_000pns?name=anchor-uno-squeezie-smooth-vanilla-yoghurt
Philadelphia Original Spreadable Cream Cheese,5.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5026161.png?w=384,https://www.paknsave.co.nz/shop/product/5026161_ea_000pns?name=philadelphia-original-spreadable-cream-cheese
Pacific Crown Sandwich Tuna In Oil,3..60,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5125426.png?w=384,https://www.paknsave.co.nz/shop/product/5125426_ea_000pns?name=pacific-crown-sandwich-tuna-in-oil
Mainland Tasty Aged Cheddar Grated Cheese,8.69,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5012901.png?w=384,https://www.paknsave.co.nz/shop/product/5012901_ea_000pns?name=mainland-tasty-aged-cheddar-grated-cheese
Kara Classic Coconut Milk,3.19,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5127149.png?w=384,https://www.paknsave.co.nz/shop/product/5127149_ea_000pns?name=kara-classic-coconut-milk
NZ Chicken Tenderloins,19.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5113040.png?w=384,https://www.paknsave.co.nz/shop/product/5113040_kgm_000pns?name=-nz-chicken-tenderloins
Bhana Family Farms All Rounders Potatoes,5.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5233912.png?w=384,https://www.paknsave.co.nz/shop/product/5233912_ea_000pns?name=bhana-family-farms-all-rounders-potatoes
Pringles Minis Original Potato Chips,3.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5248742.png?w=384,https://www.paknsave.co.nz/shop/product/5248742_ea_000pns?name=pringles-minis-original-potato-chips
Maggi 2-Minute Chicken Noodles Multipack,4.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5011232.png?w=384,https://www.paknsave.co.nz/shop/product/5011232_ea_000pns?name=maggi-2-minute-chicken-noodles-multipack
Simply Milk Lite Reduced Fat Milk,4.85,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5266790.png?w=384,https://www.paknsave.co.nz/shop/product/5266790_ea_000pns?name=simply-milk-lite-reduced-fat-milk
Pams Plant Based Lite Soy Milk,2.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004887.png?w=384,https://www.paknsave.co.nz/shop/product/5004887_ea_000pns?name=pams-plant-based-lite-soy-milk
Pams Ready Salted Potato Chips,1.69,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5005783.png?w=384,https://www.paknsave.co.nz/shop/product/5005783_ea_000pns?name=pams-ready-salted-potato-chips
Farmer Brown Cage-Free Barn Size 7 Eggs,9.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5257064.png?w=384,https://www.paknsave.co.nz/shop/product/5257064_ea_000pns?name=farmer-brown-cage-free-barn-size-7-eggs
Pams Strawberry Flavoured Dairy Drink,4.49,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5210046.png?w=384,https://www.paknsave.co.nz/shop/product/5210046_ea_000pns?name=pams-strawberry-flavoured-dairy-drink
Big Ben Classic Steak & Cheese Pies,10.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5287095.png?w=384,https://www.paknsave.co.nz/shop/product/5287095_ea_000pns?name=big-ben-classic-steak--cheese-pies
Surf Sunshine Citrus Laundry Powder,5.79,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5210253.png?w=384,https://www.paknsave.co.nz/shop/product/5210253_ea_000pns?name=surf-sunshine-citrus-laundry-powder
Pams Chicken Flavoured Rice Crackers,1.09,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004748.png?w=384,https://www.paknsave.co.nz/shop/product/5004748_ea_000pns?name=pams-chicken-flavoured-rice-crackers
Galaxy Creamy Blue Cheese,4.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5026088.png?w=384,https://www.paknsave.co.nz/shop/product/5026088_ea_000pns?name=galaxy-creamy-blue-cheese
Peckish Cheddar Cheese Flavoured Rice Crackers,1.99,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010997.png?w=384,https://www.paknsave.co.nz/shop/product/5010997_ea_000pns?name=peckish-cheddar-cheese-flavoured-rice-crackers
Pepsi Max Soft Drink,4.29,https://a.fsimg.co.nz/product/retail/fan/image/400x400/5018435.png?w=384,https://www.paknsave.co.nz/shop/product/5018435_ea_000pns?name=pepsi-max-soft-drink
