name,prices,image_url
Pams 2Ply Facial Tissues,"{'New World': {'price': np.float64(2.49), 'link': 'https://www.newworld.co.nz/shop/product/5294818_ea_000nw?name=pams-2ply-facial-tissues'}, ""Pak'nSave"": {'price': np.float64(1.99), 'link': 'https://www.paknsave.co.nz/shop/product/5294818_ea_000pns?name=pams-2ply-facial-tissues'}, 'Woolworths': {'price': np.float64(2.79), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=668930&name=essentials-toilet-paper-12pk-white-2ply'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5294818.png?w=384
Pams Smoked Streaky Bacon,"{'New World': {'price': np.float64(6.49), 'link': 'https://www.newworld.co.nz/shop/product/5019426_ea_000nw?name=pams-smoked-streaky-bacon'}, ""Pak'nSave"": {'price': np.float64(5.19), 'link': 'https://www.paknsave.co.nz/shop/product/5019426_ea_000pns?name=pams-smoked-streaky-bacon'}, 'Woolworths': {'price': np.float64(9.9), 'link': 'https://www.woolworths.co.nz/shop/productgroup/174184'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5019426.png?w=384
North's White Toast Sliced Bread,"{'New World': {'price': np.float64(2.79), 'link': 'https://www.newworld.co.nz/shop/product/5015312_ea_000nw?name=north%27s-white-toast-sliced-bread'}, ""Pak'nSave"": {'price': np.float64(2.39), 'link': 'https://www.paknsave.co.nz/shop/product/5015312_ea_000pns?name=north%27s-white-toast-sliced-bread'}, 'Woolworths': {'price': np.float64(8.0), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=755527&name=paseo-luxury-toilet-paper-8pk-long-roll-white-3-ply'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5015312.png?w=384
Galaxy Creamy Classic Camembert Cheese,"{'New World': {'price': np.float64(3.79), 'link': 'https://www.newworld.co.nz/shop/product/5004347_ea_000nw?name=galaxy-creamy-classic-camembert-cheese'}, ""Pak'nSave"": {'price': np.float64(3.69), 'link': 'https://www.paknsave.co.nz/shop/product/5004347_ea_000pns?name=galaxy-creamy-classic-camembert-cheese'}, 'Woolworths': {'price': np.float64(1.99), 'link': 'https://www.woolworths.co.nz/shop/productgroup/188712'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004347.png?w=384
Eta Ripple Cut Ready Salted Potato Chips,"{'New World': {'price': np.float64(2.69), 'link': 'https://www.newworld.co.nz/shop/product/5010826_ea_000nw?name=eta-ripple-cut-ready-salted-potato-chips'}, ""Pak'nSave"": {'price': np.float64(1.75), 'link': 'https://www.paknsave.co.nz/shop/product/5010826_ea_000pns?name=eta-ripple-cut-ready-salted-potato-chips'}, 'Woolworths': {'price': np.float64(7.19), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=827847&name=woolworths-butter-salted'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010826.png?w=384
Tip Top Supersoft Honeygrain Toast Bread,"{'New World': {'price': np.float64(4.09), 'link': 'https://www.newworld.co.nz/shop/product/5012295_ea_000nw?name=tip-top-supersoft-honeygrain-toast-bread'}, ""Pak'nSave"": {'price': np.float64(3.69), 'link': 'https://www.paknsave.co.nz/shop/product/5012295_ea_000pns?name=tip-top-supersoft-honeygrain-toast-bread'}, 'Woolworths': {'price': np.float64(1.5), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=278717&name=woolworths-garlic-bread'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5012295.png?w=384
Simply Milk Standard Milk,"{'New World': {'price': np.float64(4.9), 'link': 'https://www.newworld.co.nz/shop/product/5266784_ea_000nw?name=simply-milk-standard-milk'}, ""Pak'nSave"": {'price': np.float64(4.85), 'link': 'https://www.paknsave.co.nz/shop/product/5266784_ea_000pns?name=simply-milk-standard-milk'}, 'Woolworths': {'price': np.float64(3.39), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=120207&name=sanitarium-so-good-oat-milk-no-added-sugar'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5266784.png?w=384
Pams White 2Ply Paper Towels,"{'New World': {'price': np.float64(3.29), 'link': 'https://www.newworld.co.nz/shop/product/5003810_ea_000nw?name=pams-white-2ply-paper-towels'}, ""Pak'nSave"": {'price': np.float64(2.79), 'link': 'https://www.paknsave.co.nz/shop/product/5003810_ea_000pns?name=pams-white-2ply-paper-towels'}, 'Woolworths': {'price': np.float64(2.5), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=60867&name=tuffy-paper-towels-white-2ply'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003810.png?w=384
Seedless Green Grapes,"{'New World': {'price': np.float64(10.99), 'link': 'https://www.newworld.co.nz/shop/product/5046566_kgm_000nw?name=-seedless-green-grapes'}, ""Pak'nSave"": {'price': np.float64(4.99), 'link': 'https://www.paknsave.co.nz/shop/product/5039960_ea_000pns?name=-green-cabbage'}, 'Woolworths': {'price': np.float64(8.5), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=247942&name=woolworths-grapes-green'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5046566.png?w=384
Crown Cut Pumpkin,"{'New World': {'price': np.float64(5.49), 'link': 'https://www.newworld.co.nz/shop/product/5046651_kgm_000nw?name=-crown-cut-pumpkin'}, ""Pak'nSave"": {'price': np.float64(1.79), 'link': 'https://www.paknsave.co.nz/shop/product/5046651_kgm_000pns?name=-crown-cut-pumpkin'}, 'Woolworths': {'price': np.float64(3.1), 'link': 'https://www.woolworths.co.nz/shop/productgroup/80842'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5046651.png?w=384
Sorbent Hypo-Allergenic 3 Ply Long Toilet Rolls,"{'New World': {'price': np.float64(8.99), 'link': 'https://www.newworld.co.nz/shop/product/5258982_ea_000nw?name=sorbent-hypo-allergenic-3-ply-long-toilet-rolls'}, ""Pak'nSave"": {'price': np.float64(6.29), 'link': 'https://www.paknsave.co.nz/shop/product/5258982_ea_000pns?name=sorbent-hypo-allergenic-3-ply-long-toilet-rolls'}, 'Woolworths': {'price': np.float64(3.8), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=324762&name=woolworths-bread-rolls-dinner'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5258982.png?w=384
French Stick,"{'New World': {'price': np.float64(3.19), 'link': 'https://www.newworld.co.nz/shop/product/5113430_ea_000nw?name=-french-stick'}, ""Pak'nSave"": {'price': np.float64(3.09), 'link': 'https://www.paknsave.co.nz/shop/product/5113430_ea_000pns?name=-french-stick'}, 'Woolworths': {'price': np.float64(10.49), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=269709&name=tip-top-jelly-tip-ice-cream-on-stick-minis'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5113430.png?w=384
North's Multigrain Toast Sliced Bread,"{'New World': {'price': np.float64(2.79), 'link': 'https://www.newworld.co.nz/shop/product/5015314_ea_000nw?name=north%27s-multigrain-toast-sliced-bread'}, ""Pak'nSave"": {'price': np.float64(1.99), 'link': 'https://www.paknsave.co.nz/shop/product/5015314_ea_000pns?name=north%27s-multigrain-toast-sliced-bread'}, 'Woolworths': {'price': np.float64(1.5), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=278717&name=woolworths-garlic-bread'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5015314.png?w=384
Diamond Spaghetti Pasta,"{'New World': {'price': np.float64(2.79), 'link': 'https://www.newworld.co.nz/shop/product/5002634_ea_000nw?name=diamond-spaghetti-pasta'}, ""Pak'nSave"": {'price': np.float64(2.69), 'link': 'https://www.paknsave.co.nz/shop/product/5002634_ea_000pns?name=diamond-spaghetti-pasta'}, 'Woolworths': {'price': np.float64(2.79), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=727664&name=diamond-pasta-spaghetti'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002634.png?w=384
Celery Half,"{'New World': {'price': np.float64(1.99), 'link': 'https://www.newworld.co.nz/shop/product/5046509_ea_000nw?name=-celery-half'}, ""Pak'nSave"": {'price': np.float64(1.49), 'link': 'https://www.paknsave.co.nz/shop/product/5046509_ea_000pns?name=-celery-half'}, 'Woolworths': {'price': np.float64(4.6), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=337262&name=fresh-vegetable-celery-whole-bunch'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5046509.png?w=384
Hot Cross Buns,"{'New World': {'price': np.float64(6.29), 'link': 'https://www.newworld.co.nz/shop/product/5104855_ea_000nw?name=-hot-cross-buns'}, ""Pak'nSave"": {'price': np.float64(4.99), 'link': 'https://www.paknsave.co.nz/shop/product/5104855_ea_000pns?name=-hot-cross-buns'}, 'Woolworths': {'price': np.float64(6.8), 'link': 'https://www.woolworths.co.nz/shop/productgroup/80842'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5104855.png?w=384
Round Cheese Rolls,"{'New World': {'price': np.float64(4.79), 'link': 'https://www.newworld.co.nz/shop/product/5104805_ea_000nw?name=-round-cheese-rolls'}, ""Pak'nSave"": {'price': np.float64(6.79), 'link': 'https://www.paknsave.co.nz/shop/product/5018101_ea_000pns?name=purex-mega-long-white-2-ply-toilet-rolls'}, 'Woolworths': {'price': np.float64(11.9), 'link': 'https://www.woolworths.co.nz/shop/productgroup/80842'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5104805.png?w=384
Nestle Reduced Cream Can,"{'New World': {'price': np.float64(3.89), 'link': 'https://www.newworld.co.nz/shop/product/5002738_ea_000nw?name=nestle-reduced-cream-can'}, ""Pak'nSave"": {'price': np.float64(3.59), 'link': 'https://www.paknsave.co.nz/shop/product/5002738_ea_000pns?name=nestle-reduced-cream-can'}, 'Woolworths': {'price': np.float64(3.5), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=171524&name=nestl-reduced-cream'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002738.png?w=384
Green Courgettes,"{'New World': {'price': np.float64(5.49), 'link': 'https://www.newworld.co.nz/shop/product/5039970_kgm_000nw?name=-green-courgettes'}, ""Pak'nSave"": {'price': np.float64(4.79), 'link': 'https://www.paknsave.co.nz/shop/product/5039970_kgm_000pns?name=-green-courgettes'}, 'Woolworths': {'price': np.float64(4.49), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=115330&name=fresh-fruit-pears-packham-green'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5039970.png?w=384
Sealord Chunky Style Tuna In Spring Water,"{'New World': {'price': np.float64(5.0), 'link': 'https://www.newworld.co.nz/shop/product/5019940_ea_000nw?name=sealord-chunky-style-tuna-in-spring-water'}, ""Pak'nSave"": {'price': np.float64(6.0), 'link': 'https://www.paknsave.co.nz/shop/product/5019940_ea_000pns?name=sealord-chunky-style-tuna-in-spring-water'}, 'Woolworths': {'price': np.float64(3.0), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=270213&name=sealord-tuna-chunky-style-in-spring-water'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5019940.png?w=384
Nature's Fresh Multigrain Toast Bread,"{'New World': {'price': np.float64(3.99), 'link': 'https://www.newworld.co.nz/shop/product/5012665_ea_000nw?name=nature%27s-fresh-multigrain-toast-bread'}, ""Pak'nSave"": {'price': np.float64(3.59), 'link': 'https://www.paknsave.co.nz/shop/product/5012665_ea_000pns?name=nature%27s-fresh-multigrain-toast-bread'}, 'Woolworths': {'price': np.float64(3.99), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=275703&name=natures-fresh-toast-bread-multigrain'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5012665.png?w=384
Pams Washed Agria Potatoes,"{'New World': {'price': np.float64(6.49), 'link': 'https://www.newworld.co.nz/shop/product/5264181_ea_000nw?name=pams-washed-agria-potatoes'}, ""Pak'nSave"": {'price': np.float64(7.99), 'link': 'https://www.paknsave.co.nz/shop/product/5264181_ea_000pns?name=pams-washed-agria-potatoes'}, 'Woolworths': {'price': np.float64(10.99), 'link': 'https://www.woolworths.co.nz/shop/productgroup/80842'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5264181.png?w=384
Red Watermelon,"{'New World': {'price': np.float64(10.49), 'link': 'https://www.newworld.co.nz/shop/product/5046547_ea_000nw?name=-red-watermelon'}, ""Pak'nSave"": {'price': np.float64(7.99), 'link': 'https://www.paknsave.co.nz/shop/product/5046547_ea_000pns?name=-red-watermelon'}, 'Woolworths': {'price': np.float64(2.39), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=281197&name=fresh-vegetable-capsicum-red'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5046547.png?w=384
Pams Tasty Cheddar Cheese,"{'New World': {'price': np.float64(12.69), 'link': 'https://www.newworld.co.nz/shop/product/5268696_ea_000nw?name=pams-tasty-cheddar-cheese'}, ""Pak'nSave"": {'price': np.float64(11.99), 'link': 'https://www.paknsave.co.nz/shop/product/5268696_ea_000pns?name=pams-tasty-cheddar-cheese'}, 'Woolworths': {'price': np.float64(11.9), 'link': 'https://www.woolworths.co.nz/shop/productgroup/80842'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5268696.png?w=384
Baps,"{'New World': {'price': np.float64(4.69), 'link': 'https://www.newworld.co.nz/shop/product/5113854_ea_000nw?name=-baps'}, ""Pak'nSave"": {'price': np.float64(4.29), 'link': 'https://www.paknsave.co.nz/shop/product/5113854_ea_000pns?name=-baps'}, 'Woolworths': {'price': np.float64(4.59), 'link': 'https://www.woolworths.co.nz/shop/productgroup/80842'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5113854.png?w=384
Peeled Red Onions,"{'New World': {'price': np.float64(6.49), 'link': 'https://www.newworld.co.nz/shop/product/5223140_kgm_000nw?name=-peeled-red-onions'}, ""Pak'nSave"": {'price': np.float64(2.99), 'link': 'https://www.paknsave.co.nz/shop/product/5223140_kgm_000pns?name=-peeled-red-onions'}, 'Woolworths': {'price': np.float64(2.39), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=281197&name=fresh-vegetable-capsicum-red'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5223140.png?w=384
Anchor Blue Milk,"{'New World': {'price': np.float64(5.44), 'link': 'https://www.newworld.co.nz/shop/product/5000527_ea_000nw?name=anchor-blue-milk'}, ""Pak'nSave"": {'price': np.float64(5.34), 'link': 'https://www.paknsave.co.nz/shop/product/5000527_ea_000pns?name=anchor-blue-milk'}, 'Woolworths': {'price': np.float64(6.75), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=282768&name=woolworths-milk-standard'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5000527.png?w=384
Kleenex Large &Thick 3 Ply Facial Tissues,"{'New World': {'price': np.float64(4.49), 'link': 'https://www.newworld.co.nz/shop/product/5002350_ea_000nw?name=kleenex-large-thick-3-ply--facial-tissues'}, ""Pak'nSave"": {'price': np.float64(4.09), 'link': 'https://www.paknsave.co.nz/shop/product/5002350_ea_000pns?name=kleenex-large-thick-3-ply--facial-tissues'}, 'Woolworths': {'price': np.float64(2.0), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=208436&name=paseo-tissues-pure-white'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002350.png?w=384
NZ Skinless Chicken Thigh Fillet,"{'New World': {'price': np.float64(25.99), 'link': 'https://www.newworld.co.nz/shop/product/5115633_kgm_000nw?name=-nz-skinless-chicken-thigh-fillet'}, ""Pak'nSave"": {'price': np.float64(23.99), 'link': 'https://www.paknsave.co.nz/shop/product/5115633_kgm_000pns?name=-nz-skinless-chicken-thigh-fillet'}, 'Woolworths': {'price': np.float64(5.69), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=363271&name=tegel-meal-maker-free-range-shredded-roast-chicken'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5115633.png?w=384
Nature's Fresh White Sandwich Bread,"{'New World': {'price': np.float64(3.99), 'link': 'https://www.newworld.co.nz/shop/product/5026066_ea_000nw?name=nature%27s-fresh-white-sandwich-bread'}, ""Pak'nSave"": {'price': np.float64(3.59), 'link': 'https://www.paknsave.co.nz/shop/product/5026066_ea_000pns?name=nature%27s-fresh-white-sandwich-bread'}, 'Woolworths': {'price': np.float64(3.99), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=275559&name=natures-fresh-sandwich-bread-white'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5026066.png?w=384
Galaxy Mild & Creamy Brie Cheese,"{'New World': {'price': np.float64(3.79), 'link': 'https://www.newworld.co.nz/shop/product/5004346_ea_000nw?name=galaxy-mild--creamy-brie-cheese'}, ""Pak'nSave"": {'price': np.float64(3.69), 'link': 'https://www.paknsave.co.nz/shop/product/5004346_ea_000pns?name=galaxy-mild--creamy-brie-cheese'}, 'Woolworths': {'price': np.float64(4.39), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=321546&name=verkerks-salami-sliced-lean-danish-mild'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004346.png?w=384
Pams Diced Tomatoes In Juice,"{'New World': {'price': np.float64(1.39), 'link': 'https://www.newworld.co.nz/shop/product/5005955_ea_000nw?name=pams-diced-tomatoes-in-juice'}, ""Pak'nSave"": {'price': np.float64(1.19), 'link': 'https://www.paknsave.co.nz/shop/product/5005955_ea_000pns?name=pams-diced-tomatoes-in-juice'}, 'Woolworths': {'price': np.float64(3.5), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=58645&name=woolworths-fresh-tomatoes-strawberry'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5005955.png?w=384
Lemons,"{'New World': {'price': np.float64(8.49), 'link': 'https://www.newworld.co.nz/shop/product/5046477_kgm_000nw?name=-lemons'}, ""Pak'nSave"": {'price': np.float64(7.99), 'link': 'https://www.paknsave.co.nz/shop/product/5046477_kgm_000pns?name=-lemons'}, 'Woolworths': {'price': np.float64(10.0), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=259514&name=fresh-fruit-lemons'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5046477.png?w=384
Eta Ripple Cut Salt & Vinegar Potato Chips,"{'New World': {'price': np.float64(2.69), 'link': 'https://www.newworld.co.nz/shop/product/5010827_ea_000nw?name=eta-ripple-cut-salt--vinegar-potato-chips'}, ""Pak'nSave"": {'price': np.float64(1.75), 'link': 'https://www.paknsave.co.nz/shop/product/5010827_ea_000pns?name=eta-ripple-cut-salt--vinegar-potato-chips'}, 'Woolworths': {'price': np.float64(3.39), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=479847&name=pringles-chips-original'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010827.png?w=384
Eta Ripple Cut Chicken Potato Chips,"{'New World': {'price': np.float64(2.69), 'link': 'https://www.newworld.co.nz/shop/product/5010825_ea_000nw?name=eta-ripple-cut-chicken-potato-chips'}, ""Pak'nSave"": {'price': np.float64(1.75), 'link': 'https://www.paknsave.co.nz/shop/product/5010825_ea_000pns?name=eta-ripple-cut-chicken-potato-chips'}, 'Woolworths': {'price': np.float64(3.39), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=479847&name=pringles-chips-original'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010825.png?w=384
Pump Still Water,"{'New World': {'price': np.float64(4.5), 'link': 'https://www.newworld.co.nz/shop/product/5002685_ea_000nw?name=pump-still-water'}, ""Pak'nSave"": {'price': np.float64(6.0), 'link': 'https://www.paknsave.co.nz/shop/product/5019940_ea_000pns?name=sealord-chunky-style-tuna-in-spring-water'}, 'Woolworths': {'price': np.float64(1.25), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=644226&name=ninety-nine-drink-mixers-soda-water-99-sugar-free'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002685.png?w=384
Pams White Sugar,"{'New World': {'price': np.float64(3.69), 'link': 'https://www.newworld.co.nz/shop/product/5003885_ea_000nw?name=pams-white-sugar'}, ""Pak'nSave"": {'price': np.float64(2.99), 'link': 'https://www.paknsave.co.nz/shop/product/5003885_ea_000pns?name=pams-white-sugar'}, 'Woolworths': {'price': np.float64(3.99), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=275560&name=natures-fresh-toast-bread-white'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003885.png?w=384
Pams Standard UHT Milk,"{'New World': {'price': np.float64(2.19), 'link': 'https://www.newworld.co.nz/shop/product/5004752_ea_000nw?name=pams-standard-uht-milk'}, ""Pak'nSave"": {'price': np.float64(2.09), 'link': 'https://www.paknsave.co.nz/shop/product/5004752_ea_000pns?name=pams-standard-uht-milk'}, 'Woolworths': {'price': np.float64(2.19), 'link': 'https://www.woolworths.co.nz/shop/productgroup/80842'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5004752.png?w=384
NZ Celery,"{'New World': {'price': np.float64(2.79), 'link': 'https://www.newworld.co.nz/shop/product/5046562_ea_000nw?name=-nz-celery'}, ""Pak'nSave"": {'price': np.float64(2.29), 'link': 'https://www.paknsave.co.nz/shop/product/5046562_ea_000pns?name=-nz-celery'}, 'Woolworths': {'price': np.float64(12.9), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=73034&name=woolworths-nz-chicken-breast-skinless-boneless'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5046562.png?w=384
Sealord Lemon Pepper Flavour Tuna,"{'New World': {'price': np.float64(5.0), 'link': 'https://www.newworld.co.nz/shop/product/5009951_ea_000nw?name=sealord-lemon-pepper-flavour-tuna'}, ""Pak'nSave"": {'price': np.float64(6.0), 'link': 'https://www.paknsave.co.nz/shop/product/5009951_ea_000pns?name=sealord-lemon-pepper-flavour-tuna'}, 'Woolworths': {'price': np.float64(2.69), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=742570&name=sealord-tuna-chunk-style-in-spring-water'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5009951.png?w=384
Wilcox Beta Bites Snacking Carrots,"{'New World': {'price': np.float64(3.99), 'link': 'https://www.newworld.co.nz/shop/product/5245226_ea_000nw?name=wilcox-beta-bites-snacking-carrots'}, ""Pak'nSave"": {'price': np.float64(5.29), 'link': 'https://www.paknsave.co.nz/shop/product/5264169_ea_000pns?name=value-fresh-carrots'}, 'Woolworths': {'price': np.float64(3.7), 'link': 'https://www.woolworths.co.nz/shop/productgroup/80842'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5245226.png?w=384
Pams Sliced Peaches In Juice,"{'New World': {'price': np.float64(1.87), 'link': 'https://www.newworld.co.nz/shop/product/5003848_ea_000nw?name=pams-sliced-peaches-in-juice'}, ""Pak'nSave"": {'price': np.float64(1.79), 'link': 'https://www.paknsave.co.nz/shop/product/5003848_ea_000pns?name=pams-sliced-peaches-in-juice'}, 'Woolworths': {'price': np.float64(2.69), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=742570&name=sealord-tuna-chunk-style-in-spring-water'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003848.png?w=384
Handee Ultra 2 Ply Paper Towels,"{'New World': {'price': np.float64(4.29), 'link': 'https://www.newworld.co.nz/shop/product/5010350_ea_000nw?name=handee-ultra-2-ply-paper-towels'}, ""Pak'nSave"": {'price': np.float64(5.0), 'link': 'https://www.paknsave.co.nz/shop/product/5010350_ea_000pns?name=handee-ultra-2-ply-paper-towels'}, 'Woolworths': {'price': np.float64(6.0), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=540336&name=handee-paper-towels-ultra'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5010350.png?w=384
White Button Mushrooms,"{'New World': {'price': np.float64(12.99), 'link': 'https://www.newworld.co.nz/shop/product/5046533_kgm_000nw?name=-white-button-mushrooms'}, ""Pak'nSave"": {'price': np.float64(8.99), 'link': 'https://www.paknsave.co.nz/shop/product/5046533_kgm_000pns?name=-white-button-mushrooms'}, 'Woolworths': {'price': np.float64(4.09), 'link': 'https://www.woolworths.co.nz/shop/productgroup/188100'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5046533.png?w=384
V Blue Guarana Energy Drink,"{'New World': {'price': np.float64(6.0), 'link': 'https://www.newworld.co.nz/shop/product/5007494_ea_000nw?name=v-blue-guarana-energy-drink'}, ""Pak'nSave"": {'price': np.float64(2.49), 'link': 'https://www.paknsave.co.nz/shop/product/5007494_ea_000pns?name=v-blue-guarana-energy-drink'}, 'Woolworths': {'price': np.float64(1.25), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=644226&name=ninety-nine-drink-mixers-soda-water-99-sugar-free'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5007494.png?w=384
Pams Streaky Bacon,"{'New World': {'price': np.float64(19.99), 'link': 'https://www.newworld.co.nz/shop/product/5084510_ea_000nw?name=pams-streaky-bacon'}, ""Pak'nSave"": {'price': np.float64(16.99), 'link': 'https://www.paknsave.co.nz/shop/product/5084510_ea_000pns?name=pams-streaky-bacon'}, 'Woolworths': {'price': np.float64(3.99), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=384247&name=arnotts-shapes-crackers-cheese-bacon'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5084510.png?w=384
Large Croissant,"{'New World': {'price': np.float64(5.69), 'link': 'https://www.newworld.co.nz/shop/product/5107154_ea_000nw?name=-large-croissant'}, ""Pak'nSave"": {'price': np.float64(4.09), 'link': 'https://www.paknsave.co.nz/shop/product/5002350_ea_000pns?name=kleenex-large-thick-3-ply--facial-tissues'}, 'Woolworths': {'price': np.float64(7.9), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=143465&name=fresh-fruit-nectarines-yellow-flesh-large'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5107154.png?w=384
Pams Brushed Agria Potatoes,"{'New World': {'price': np.float64(9.49), 'link': 'https://www.newworld.co.nz/shop/product/5264180_ea_000nw?name=pams-brushed-agria-potatoes'}, ""Pak'nSave"": {'price': np.float64(5.99), 'link': 'https://www.paknsave.co.nz/shop/product/5264180_ea_000pns?name=pams-brushed-agria-potatoes'}, 'Woolworths': {'price': np.float64(3.49), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=327747&name=fresh-vegetable-potatoes-agria-brushed'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5264180.png?w=384
Pams Pure Plain Flour,"{'New World': {'price': np.float64(2.35), 'link': 'https://www.newworld.co.nz/shop/product/5003829_ea_000nw?name=pams-pure-plain-flour'}, ""Pak'nSave"": {'price': np.float64(1.89), 'link': 'https://www.paknsave.co.nz/shop/product/5003829_ea_000pns?name=pams-pure-plain-flour'}, 'Woolworths': {'price': np.float64(9.8), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=629568&name=anchor-protein-plus-yoghurt-tub-plain'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5003829.png?w=384
Kleenex Aloe & Vitamin E Facial Tissues,"{'New World': {'price': np.float64(4.49), 'link': 'https://www.newworld.co.nz/shop/product/5002351_ea_000nw?name=kleenex-aloe--vitamin-e-facial-tissues'}, ""Pak'nSave"": {'price': np.float64(4.09), 'link': 'https://www.paknsave.co.nz/shop/product/5002351_ea_000pns?name=kleenex-aloe--vitamin-e-facial-tissues'}, 'Woolworths': {'price': np.float64(2.0), 'link': 'https://www.woolworths.co.nz/shop/productdetails?stockcode=208436&name=paseo-tissues-pure-white'}}",https://a.fsimg.co.nz/product/retail/fan/image/400x400/5002351.png?w=384
